# Type Directory — one line per type for efficient semantic matching
# Format: qname | baseType | pattern | propCount | definition | topProperties
# Total: 18323 types
#
R1B1df0321a4d6B5bdc0Eef9 | R888ccd914a7eAC7d68FC0db | object | 0 | Locations used: Panama | 
R1B3e203D75cb685492EFc43 | R60469d922fb0450b66F87bf | object | 0 | Jiangxi is a province in China. | 
R1B4a562BC241B852aaC7969 | RB5C3a2A7Cd5f782e2f61c3d | object | 0 | Binh Thuan is a province in Vietnam. | 
R1B4f337BAac4283a086Bc22 | RC8C135C306f5D2069c5408c | object | 0 | Dakar is a city in Senegal. | 
R1B5549717875AE9d2dB10da | R767niCLQVC5zIcO5WDQMSl | object | 0 | Locations used: Iraq | 
R1B58e7CA820c96Fc32A1f41 | R4B9dec71E2dd97181f99777 | object | 0 | Edo is a state in Nigeria. | 
R1B5f4971D2f65F2cd3EC0a0 | RA7830181D7dfE94ac567c1a | object | 0 | The Farm Service Agency (FSA) is the United States Department of Agriculture agency into which were merged several prede | 
R1B61c59D183a8C6235C2810 | RB5C3a2A7Cd5f782e2f61c3d | object | 0 | Can Tho is a city in Vietnam. | 
R1B68864F4bea0B4e13770a8 | R2ED8c155E378FD4e44ECbb5 | object | 0 | Durres is a city in Albania. | 
R1B7b9157992a647e109460f | RE20381DDB7faDD37773B754 | object | 0 | Bankr. W.D. Ark. | 
R1B7e57A6Abca4442bc216cb | R64B263F941bc79366d58cc3 | object | 0 | Ta'izz is a city in Yemen. | 
R1B902dD156e4D15f44DA96a | R70B029B7Eb71135ae073182 | object | 0 | Artvin is a province located in the northeastern region of Turkey. | 
R1B909b7BD79aAA5c6a1C24e | R5219231CD6b861B1a6EE50d | object | 0 | Western Equatoria is a region located in South Sudan. | 
R1B97353482da0857d48Ea4c | R5A09453BC514C6Ad190E7f7 | object | 0 | The Federal Acquisition Regulatory Council (FAR) Council was established to assist in the direction and coordination of  | 
R1B9b8f8D5c8164D9da3B238 | R58Ea9fA3C655E9C742D17b3 | object | 0 | Tax Ct. | 
R1BA9986732a71AB6eeA75fc | R8680cbB69cf63001936Bffe | object | 0 | Ntoroko is a location in Uganda. | 
R1BC6cf223b9952270172d51 | RE3486086100c27E53f7278d | object | 0 |  | 
R1BC6db41Ba14D256298F0cd | R801a2b86Faa9C55efdB8f13 | object | 0 |  | 
R1BC80d8A9547CF144b9Faa7 | R64Ef32D5F7e3AEBcb042497 | object | 0 |  | 
R1BD06a87A88c1F694971b20 | R849a757EA730A2A4b1B9266 | object | 0 |  | 
R1BD9cc77561aE20776A0765 | R53E5e3A8871d86E4f7D1166 | object | 0 | Samarskaya oblast' refers to a region in the Russian Federation. | 
R1BDd13707050FD4e44E2825 | RF02b6e57708fFB4e2b4C146 | object | 0 | W.D. Wis. | 
R1BE05fC6Da99FD75fcD2232 | R72D7106C508cEE4eecA83f5 | object | 0 |  | 
R1BE32954974760034a3120d | R70B029B7Eb71135ae073182 | object | 0 | Sanliurfa is a city in Turkey. | 
R1C13e22475f67AFe8dF49dd | RBF0136A461a075Df0d9825f | object | 0 |  | 
R1C22903B929851Abdf88e6c | RCEFbd21D4053841cf44A500 | object | 0 | Uri refers to a specific location within Switzerland, which may include a city, town, village, or other geographic area. | 
R1C23178F8663FA8fd90Ff2a | R9A38e7BFCdef3F6d2f46ccb | object | 0 |  | 
R1C24809C754cD0A7c5541c2 | RB0B04457Bd99BAA62b35b64 | object | 0 | N.M.C.C.A. | 
R1C252d26E3c60FA199258eb | RE9Eede645ffeB9A7d241294 | object | 0 |  | 
R1C2e8aD1Caa9F8E69f97cc6 | RF02b6e57708fFB4e2b4C146 | object | 0 | E.D. Cal. | 
R1C309eABD74cED0ffaA23d7 | R66294bD453f262E61871d2d | object | 0 |  | 
R1C5945A176b4123008803fa | R8EBcc0B29fdf040acf2B551 | object | 0 |  | 
R1C921709Eb0d87Dd8d32ec2 | R4625a0616fe4C8131564da0 | object | 0 | The Center for Consumer Information and Insurance Oversight (CCIIO) is charged with helping implement many reforms of th | 
R1C9ddfD8A33c96C10433841 | RE20381DDB7faDD37773B754 | object | 0 | Bankr. D.N.D. | 
R1CAee58D9b140C6f8b86a83 | RA98ba9AF050733D64279b54 | object | 0 |  | 
R1CB5731A829f8E4ae92E018 | RF866cf263447EEC662141fb | object | 0 | Macvanski okrug is a region in Serbia. | 
R1CBf8d8333ab2F37a430a8d | RA43dd9E0B4a2E80c6439ea8 | object | 0 |  | 
R1CC264214a3cCF49eaD9d92 | R15E945B1Dc01430fd4DEf04 | object | 0 |  | 
R1CE5daFDB6d9388d8f439ed | RF866cf263447EEC662141fb | object | 0 | Podunavski okrug is a district located in Serbia. | 
R1CF0b9356d38393d26FDaa0 | R9A38e7BFCdef3F6d2f46ccb | object | 0 |  | 
R1D0b7eE2A563DA29ed1Fb7e | R1049bd2008d246E22c5746c | object | 0 | Izola is a town located in Slovenia. | 
R1D0e7eEF123dD4C57b114e5 | RFD8a9187822a09B6c06479f | object | 0 | Gabes is a city located in Tunisia. | 
R1D11d0694737D5E7a21Dd6c | RDE8cb83D3301FB0ac0E0282 | object | 0 |  | 
R1D11f2B2Ce7c5D5c1307dea | R5B05f42C25d65BB7e37B599 | object | 0 | Okla. Civ. App. | 
R1D273e7FA2eaBE113620f1d | R8680cbB69cf63001936Bffe | object | 0 | Katakwi is a district in Uganda. | 
R1D326471568c63Dee837290 | R01F61d0769caA6De645E47a | object | 0 | 7th Cir. | 
R1D49d87AC381CDC11f6669e | R7A8d432BB51903431e1Cafa | object | 0 | Wash. Att'y Gen. | 
R1D52c98292c5FE14e09Bc4d | RFE6536981d437AA4d66Bfc0 | object | 0 |  | 
R1D6382ABD589584d3b649eb | R1049bd2008d246E22c5746c | object | 0 | Vipava is a town located in Slovenia. | 
R1D6e44B4B1549F797e81246 | R64B263F941bc79366d58cc3 | object | 0 | Al Jawf is a region in Yemen. | 
R1D7b22B39a035FAeea910a1 | R60469d922fb0450b66F87bf | object | 0 | Liaoning is a province in China. | 
R1D90c8720269FB845e5A58a | R22C1a9E9De3f8DDc1fDFf70 | object | 0 |  | 
R1D96deF5Af8eF8D66581910 | RD9F51dC1C64056F595B8b13 | object | 0 |  | 
R1DB9ed03Da7c883b9594443 | RAECb1e708da35F3f512Eff3 | object | 0 | Paijat-Hame is a region in Finland. | 
R1DC7d6945bba67904d8A232 | RB956974C944c5721b2C521e | object | 0 | N.C. Ct. App. | 
R1DCef6A80430BAAd343C418 | RA6A4235BB1961E1e4aA330e | object | 0 | The United States Agency for International Development (USAID) is an independent agency of the United States federal gov | 
R1DD67756Adc75DFcc05Ab48 | R767niCLQVC5zIcO5WDQMSl | object | 0 | Locations used: Iran | 
R1DD846A3Ec61ADFc5cB6367 | RE160a80D599cF311eaABb0a | object | 0 |  | 
R1DE78e1D454bFB37961A972 | R22815eC3Af3bFF0d002Ca58 | object | 0 | The Election Assistance Commission (EAC) is an independent agency of the United States government. The Commission serves | 
R1DFf5aDF7f14E39e87A4061 | R06A21f4E6c25F9Db0b57f7c | object | 0 |  | 
R1E00796C946eB34154F5784 | R469d9e179e6dC49d16B09c4 | object | 0 |  | 
R1E13b294A6eeC696d5490e3 | RF02b6e57708fFB4e2b4C146 | object | 0 | S.D. Iowa | 
R1E2fe7AB9591F6Ecbe11e86 | R53E5e3A8871d86E4f7D1166 | object | 0 | Krasnoyarskiy kray is a region in the Russian Federation. | 
R1E3c3fAD0ad68CF1d0B926a | R286f5eC097e5DCE808BD672 | object | 0 | Sulu is a region in the Philippines. | 
R1E54ec77219b11658dB7e57 | R46Cb1637Bd308B314cE43b9 | object | 0 |  | 
R1E637522553960F28bAAd73 | R286f5eC097e5DCE808BD672 | object | 0 | Catanduanes is a province in the Philippines. | 
R1E6b6783Aec80B3851FF1db | RAF7c6aA0D26e3DF9984F231 | object | 0 | Kedah is a state in Malaysia. | 
R1E6c7cCE15ea0A4f211A015 | R22C1a9E9De3f8DDc1fDFf70 | object | 0 |  | 
R1E70ce4D699e90144cB32b8 | RE001ab376fa25C94f1244be | object | 0 |  | 
R1E7ea5BF88a677943563968 | RBA108eCEF8881221ffE4bfb | object | 0 | Chiradzulu is a district located in Malawi. | 
R1E9a5eF242f2B5Ceda56335 | R53E5e3A8871d86E4f7D1166 | object | 0 | Orenburgskaya oblast' refers to a region in the Russian Federation, specifically a federal subject located within its bo | 
R1EA8b3E28a804B44a7C5299 | R61D748B4E1c64A9b71EFd4d | object | 0 |  | 
R1EB0e233A0ff9A06e076c06 | R5DC0564093b84E4f17A1176 | object | 0 |  | 
R1EB98bDE766748C767EAd7d | R7E9205F833b23FA3cfC7899 | object | 0 |  | 
R1EC3038E8740BAE6d753f4a | R8680cbB69cf63001936Bffe | object | 0 | Tororo is a location in Uganda. | 
R1EC48d22123509Feed91ac0 | RA222beAC507b7971429F116 | object | 0 | Trenciansky kraj is a region in Slovakia. | 
R1ECcbb8FAf2547A0715D386 | R1049bd2008d246E22c5746c | object | 0 | Radenci is a town located in Slovenia. | 
R1ED15f616b87207cfeE33e4 | R3391bdB1A2adE51071C7cf7 | object | 0 | N.Y. Sur. Ct. | 
R1EE80639181d15D31c0F580 | R8A71840AEaf07AEe391C599 | object | 0 | Murzuq is a location in Libya. | 
R1EF1ef07Cee6977c8c6A171 | RED2962E1A237905c86CF160 | object | 0 | Sa Kaeo is a province in Thailand. | 
R1EbxjQwzgikspixQygdfK | R4nwMYlRLa9aP9pKWIZEE | object | 0 | State of Mind or Body Objectives refer to the purposes for admitting out-of-court statements that describe the declarant | 
R1F2952264481F61a8b5D5b8 | R53E5e3A8871d86E4f7D1166 | object | 0 | Vladimirskaya oblast' is a region in the Russian Federation. | 
R1F2d8480361f8FF801D37f4 | RE65eda969d45DAB67e64598 | object | 0 | Qala refers to a locality in Malta. | 
R1F4dbe4CD17b3B2a7f15b97 | R211876CC3565144782A52d8 | object | 0 | State Courts of the United States | 
R1F5b732071834309b2DE007 | R783351768f732C2badC6a0e | object | 0 | The Federal Housing Administration (FHA), a United States government agency, sets standards for construction and underwr | 
R1F5c9e610135D2Ec36EDd34 | RF18af5C20ab7025b5b3B5da | object | 0 | Luapula is a province in Zambia. | 
R1F64e1B26ff1FA8b38F0b6c | RBF0136A461a075Df0d9825f | object | 0 |  | 
R1F66dd0A22186D5ccf16463 | R91E8876544ab0C3f99DC5dd | object | 0 |  | 
R1F8230C9D10b0E8418E4bc7 | R767niCLQVC5zIcO5WDQMSl | object | 0 | Locations used: Algeria | 
R1F90737631a64BFab93D83e | R1F4dbe4CD17b3B2a7f15b97 | object | 0 | Georgia State Courts are the judicial branches of the government of the state of Georgia, responsible for interpreting a | 
R1FAbbd99Bc612346da0249b | RD376568768e2A38500CEb1b | object | 0 | Grad Zagreb is a city in Croatia. | 
R1FAf19FCD736A787c58D003 | RFFF8fa35Deb8899da3CD365 | object | 0 | Buskerud is a county in Norway. | 
R1FB5b9BDF9c2E70ce5DB3a2 | RCEFbd21D4053841cf44A500 | object | 0 | Bern is a city in Switzerland. | 
R1FBcec9144726BBbde919b3 | R428238242a27F1454d5C7c6 | object | 0 | Malopolskie is a region in Poland. | 
R1FCb91B0B2487FC7f13A455 | RB5C3a2A7Cd5f782e2f61c3d | object | 0 | Hai Phong is a city in Vietnam. | 
R1FF06114737a480c76D2cce | R7944b638E918648a6aEAefa | object | 0 |  | 
R1FFa44A42db844B3ae5F9cf | R264a7543A779D2F38717714 | object | 0 | Kyiv is a city in Ukraine. | 
R1FFcb78712f5BC639159541 | R5DC0564093b84E4f17A1176 | object | 0 |  | 
R1GBRcO79LXpE6nmo7BUgp | R7p3ZBGzc1BxDrCwYJnsTo | object | 0 | A CLO is a type of structured finance instrument backed by a pool of loans. These loans are bundled together and then sl | 
R1H-OqV3IRqehirt1LFMiIg | RAyPCiRnrSpqlHX60SeZrLA | object | 0 | All actions associated with completing a provisional patent application that is to be filed outside the ('domestic') hom | 
R1JCxSoGFz6WAdQbXNIwUa | R7MGQ9xUx0PxGLp5yxprdpZ | object | 0 | A Slavery Amendment claim is a legal assertion pertaining to the Thirteenth Amendment of the United States Constitution, | 
R1LKu8IMQxB7jUmTxnHXlx | RwvY8XJvIEvQJbUOBLJgtD | object | 0 | A contract manufacturing agreement is a legal contract in which a company (the hiring company) outsources the production | 
R1Nqf5L2i7dYyR9DA5fcvo | R9YxIkGNEnotiOtItG96PxY | object | 0 | A document soliciting proposals (usually a bidding process) from potential legal service providers to submit proposals f | 
R1PY9E13YhPhV7QvMke50C | RCqBiJAwLT5iG2nvk12tNKW | object | 0 | The Exhibition of Speed is a criminal misdemeanor offense that involves racing on the freeway or highway. | 
R1PpxLN7jiSIvJVou8IjDG | RNoW92yXeKjoc34E3HzcI1 | object | 0 | Engagement fee model where a client pays for the legal service provider's number of expended hours. | 
R1RzNU9N2NpzYwS40kUwd1 | R7qxVfcFITBa22T7miUZb0x | object | 0 | Beef Cattle are domesticated bovine animals bred and raised primarily for meat production. These cattle are known for th | 
R1SN9oCHEx4gLQaVfkobvw | R9Xkp4FqX83NG5ZI0CDfQ1k | object | 0 | A Motion to Dismiss for Lack of Standing is a legal request to dismiss a case because the plaintiff does not have the le | 
R1Sc1Q5QuxLkPrlTL0OUJW | R8xekNn7K6SxToo5ArjIsTX | object | 0 | A Motion to File Petition is a formal request made to a court to allow the filing of a legal document or pleading, such  | 
R1Sko1SJ18Z0VAHyctFNGw | RF9A23e15C1cfD0540b8Afae | object | 0 | U.S. Legislative Branch, known as Congress, is the federal government's law-making body, responsible for drafting, debat | 
R1SkvfPUYfEuvgGJf9Uk5y | RBiZ9niDrCJlY0UyvdZ1v3m | object | 0 | Classes of Goods: Categories or groupings of tangible items that are bought, sold, or traded, and are distinct from othe | 
R1TqCtCK3TI4NN8BjdjRAu | RCtUZjZqZ1lszDFiDOLUuTh | object | 0 |  | 
R1W2OHCPzGzlYUi4okC4bJ | RD3TwEtezlhaJxwaSHCibko | object | 0 | A Chapter 11 Bankruptcy Plan is a legal document that outlines how a business will reorganize its debts and operations i | 
R1XGKMfgmQGI3yTSEndqMN | RCUXzL8Z4Ddh2CK6TBhofjU | object | 0 | Custody and Visitation Claims refer to legal actions taken by parties in family law and matrimonial claims to establish  | 
R1Yi9mEExS6zx5Cueyjj9R | R8hWq9dSn0Su2Y59JE48V3H | object | 0 | Non-professional investors who invest their personal capital rather than on behalf of other entities or individuals. | 
R1adC8kXl7yW56syvd1dnc | RC1ceWXE3emNHpYlrOvvmxG | object | 0 |  | 
R1bRKsKBIEa3Qmhs9fyU3H | RCSRe5gA8rHlqeKGEVst9Z9 | object | 0 | The concept of "Negligent Infliction of Emotional Distress on a Direct Victim" refers to a legal claim where a person su | 
R1bc7yEiojgKBHtz9DPw85 | R7KRLFkDC6ycyN3FyXivt7D | object | 0 | The concept of "Late Provision of Credit-File Information" refers to the failure of a creditor or debt collector to prov | 
R1dk7E7NXtA2s1PAymIg6j | RC1ceWXE3emNHpYlrOvvmxG | object | 0 |  | 
R1druwS5XM8l1zITKcOunL | R8zwKGkogGKIKWSVWb1ItRL | object | 0 | A Motion to Add Party is a formal request made by a party in a trial court to include an additional party to the case. | 
R1i2l5aNgBC5OwLBc0BA0S | R71ioUDFC2H7Ndh54CU1rlM | object | 0 | A court located in DeSoto County, Florida that has jurisdiction over certain legal matters within its geographical bound | 
R1ipeb0GcSQbduz2kM4XdL | RDOvAHsvY8TKJ1O1orXPM9o | object | 0 | A language used in ancient Mesopotamia, specifically in the region of Sumer, which is considered one of the earliest kno | 
R1lCp75IEE0Ktih8rYlIK5 | RCEDL3kMYgjFUEOhOyGp3IE | object | 0 | A lessee is a person or entity that holds the lease of a property | 
R1mCdY0rwFYwF5UCzk28Qu | RBOjgvcq6Z33XxMhTxWiiDS | object | 0 | Industries in the Machinery Manufacturing industry group create end products that apply mechanical force, for example, t | 
R1mmZgj9s6vqgxrWeEM82m | R7hDCTMLoPZrFgIFAMlNHvf | object | 0 | A speeding violation claim is an assertion made by a law enforcement officer or traffic camera that a driver has exceede | 
R1mvqs8rqT-2Ji-pXnQHz7A | R6P7wyMvVTo6CR9AJqe-HSg | object | 0 | Preparing for hearing, Identifying documents/evidence for use at hearing, Preparing demonstrative materials, evidence an | 
R1nCrORLkMYk6gOhpKGLcJ | RC5bITZZ0taJOXwcwS314VU | object | 0 | A Full Faith & Credit Clause claim is a legal argument asserting that a law or action violates the Full Faith and Credit | 
R1nRUVgrxlkfg6A2XW5uOm | RC1ceWXE3emNHpYlrOvvmxG | object | 0 |  | 
R1nnn4DzR2LNHjHoEzypXC | R7XlRtk6WMnbMZULXcg7SnI | object | 0 | Spousal Liability refers to the legal responsibility of one spouse for the debts incurred by the other spouse. | 
R1oRCiJkrzriwh33HRJy2V | R7NPSSODp2sRYDRSQ2hvF3b | object | 0 | The Breach of Implied Warranty of Fitness for a Particular Purpose refers to a violation of an implied promise made by a | 
R1okJKMvv4mMHv7m4TzwBe | RDS8DPtuFReTFfJ5nGCczD5 | object | 0 | A Motor Vehicle is a self-propelled vehicle that runs on the surface and not on rails, primarily used for the transporta | 
R1rQj8JYSQAfzEd22PoNF6 | Rzg8mCIjXsMzEVnQwCTKIi | object | 0 | The Pennsylvania Court of Common Pleas - Lebanon County is a specific court within the Pennsylvania Court of Common Plea | 
R1uJPjRrKl4hCqyfHXo8h3 | RDOvAHsvY8TKJ1O1orXPM9o | object | 0 | A group of languages spoken by various ethnic groups in Myanmar and Thailand, including the Sgaw, Pwo, and Pa'O language | 
R1wL9nk3ch6S02W01bSCll | R7Zx0Z5V6kJy0JWEnLV91S8 | object | 0 | A Motion for Bail Pending Trial is a formal request made to a court by a defendant to be released from custody until the | 
R1wxP2NvGjKYJVwIFkJgFa | R9LVBKjvGRuzwgtlhuLST36 | object | 0 | A Know Your Customer (KYC) Violation Claim arises when a financial institution or business fails to comply with regulati | 
R1wzyxdPKJ5juDGV06RYIs | RCthbEuajfX7qrWV1Yxx8Ta | object | 0 | Curricular Practical Training (CPT) is an employment option available to international students in some countries, allow | 
R1x4fuO4lIs1irsd15Vz63 | R7KGGhirGUj2y81W5Kp7TT2 | object | 0 | A lack of warrant claim is a legal argument asserting that a search, seizure, or arrest was conducted without a warrant, | 
R1xUgSihQATm52FhOpdRx4 | RB4oCa7F90YQShNxWl4ZgkW | object | 0 | A court located in Hidalgo County, Texas that has jurisdiction over certain legal matters within the county. | 
R1yV0BrWEiApW1qhaPFMFi | RrwKWn7PQLCSscgstTNLqf | object | 0 | Testimonial Objectives refer to the various arguments, purposes, or exceptions regarding testimonial evidence. Examples  | 
R1yxgSWMdw9xy0cfuEtZKm | RC3I2GwWuuKWmRJVXgxXeb | object | 0 | A Master Limited Partnership (MLP) is a publicly traded partnership primarily involved in the natural resources, real es | 
R200798415335DB266dE20ea | R5FE51d3F1620D6140538cd1 | object | 0 | Mechi is a region in Nepal. | 
R200a6eD377c8FB90aaE5cc5 | R45D3d83F1c4603C9903Af83 | object | 0 | Thaa is a specific administrative division within the Maldives, typically consisting of a group of islands. | 
R204ca5FDE98e66B0d920ac5 | R7206beF2A06f0FF256B2d93 | object | 0 | Ioba is a region in Burkina Faso. | 
R2052ad206e967A6ac1F973a | R4B9dec71E2dd97181f99777 | object | 0 | Osun is a state in Nigeria. | 
R205d4535E75e7E2d231Fbd6 | R767niCLQVC5zIcO5WDQMSl | object | 0 | Locations used: Uruguay | 
R205eed5059aaF31f2728d57 | RBB829d2E27c3F9D3df5A1e5 | object | 0 |  | 
R2069eb73994aDBFe5b111e5 | RE20381DDB7faDD37773B754 | object | 0 | Bankr. D. Kan. | 
R20826866F7e9809792D8f2b | R81A229FADb5fEB22424D281 | object | 0 | Locations used: Mauritania | 
R2084a8FCCfd243889097c73 | R4D912d7BF1522F346a04278 | object | 0 |  | 
R2095db7C867170114fBE25f | R767niCLQVC5zIcO5WDQMSl | object | 0 | Locations used: Hong Kong | 
R209d4411B9491D46bbE33ad | RF02b6e57708fFB4e2b4C146 | object | 0 | E.D. Pa. | 
R20C49aAEA6fe5ED96625bb7 | R65Dc044AEdde884d6d80506 | object | 0 | Ilfov is a county in Romania. | 
R20Ecf1DC5dd33EA81f35a97 | R286f5eC097e5DCE808BD672 | object | 0 | Aurora refers to a province in the Philippines. | 
R210dbfA8Aedb65Dd8275282 | R1ABd0796Ff01FF7573A211f | object | 0 | Syddanmark is a region in Denmark. | 
R211876CC3565144782A52d8 | R9v17ZYsnDkNSEZkvD36nhT | object | 0 | United States Court System | 
R211978179d31746b546A752 | R64B263F941bc79366d58cc3 | object | 0 | Dhamar is a city in Yemen. | 
R2125c06C865a4C784bEAc7e | R70B029B7Eb71135ae073182 | object | 0 | Sirnak is a city located in the southeastern region of Turkey. | 
R21279b14D40cFA9d5e46ae0 | R712935EF6d6a33B83e501b7 | object | 0 |  | 
R213c71B038c9818de1D45e3 | R767niCLQVC5zIcO5WDQMSl | object | 0 | Locations used: Bangladesh | 
R21647cE93bda4A7b69FCe07 | RAECb1e708da35F3f512Eff3 | object | 0 | Kanta-Hame is a region in Finland. | 
R217a56632ea1C9F56a8E31f | R4391e569C60bA011ec72d74 | object | 0 | The United States Coast Guard Reserve is the reserve component of the United States Coast Guard. It is organized, traine | 
R218b479BF527FAA68f40b50 | R46Cb1637Bd308B314cE43b9 | object | 0 |  | 
R21952796C7c29DA966A8213 | RD2D90b9DBa5b9C863c6B68d | object | 0 |  | 
R219721921124B5D0c408024 | RED2962E1A237905c86CF160 | object | 0 | Krung Thep Maha Nakhon is the official name for the city commonly known as Bangkok, the capital of Thailand. | 
R21A697486c57B2700e02f9b | RA4Ca832861b2FADe1603e78 | object | 0 | Regiao Autonoma da Madeira is an autonomous region of Portugal located in the Atlantic Ocean, southwest of Portugal. | 
R21A70108F1b04360b3508e1 | RF70104541ceaCF746bCCc18 | object | 0 |  | 
R21B34b839a8b4DC0d286bc8 | R2EFb44694279754583E287c | object | 0 | Hanover is a specific location in Jamaica. | 
R21C9152BA681EBBe43BDca2 | RB931a58378ccE7Cd487Cb99 | object | 0 | Zeeland is a province in the Netherlands. | 
R21D4041066848095e73D04a | R836643149791E86cbb857c2 | object | 0 | Gaza refers to a specific geographic location, likely a city or region, within the country of Mozambique. | 
R21D6d363Cb068EE2d8A69aa | RE65eda969d45DAB67e64598 | object | 0 | Saint Lucia is a subdivision of Malta, located on the Earth, and is considered a political entity within the country's a | 
R21D72381700e0323f193104 | RE614da82A19e48C730F2f16 | object | 0 | Razgrad is a city in Bulgaria. | 
R21Dc1932926dEF41dd0F39f | R60469d922fb0450b66F87bf | object | 0 | Gansu is a province in China. | 
R21Dd9cCBF18908Cf141A827 | R46Eb30954599CFFc3aD37f3 | object | 0 | Dagana is a location in Bhutan. | 
R21E2e8FB6dbb5850a400889 | RE20381DDB7faDD37773B754 | object | 0 | Bankr. W.D.N.Y. | 
R21E63dE214468860f54Ed39 | R888ccd914a7eAC7d68FC0db | object | 0 | Machakos is a location in Kenya. | 
R2224e9C2734a58E1bb7429d | RA171713D181bDEBd87033e8 | object | 0 |  | 
R22292fD90e2f428019B7bfd | RBF0136A461a075Df0d9825f | object | 0 |  | 
R2234f21E5eb11749e89322b | RC0Bd5e120fceFB20d3AF026 | object | 0 |  | 
R2242976CD932F64a462Ce1e | R286f5eC097e5DCE808BD672 | object | 0 | Surigao del Norte is a province in the Philippines, located in the northeastern part of the country. | 
R22502f311e09DED5f8655b5 | R1E70ce4D699e90144cB32b8 | object | 0 |  | 
R22668bE60e60A8Fc195D022 | R7F7882E88c14CA0d4aAD629 | object | 0 | Neb. Ct. App. | 
R22673b34527e672fdaF37ee | R4B9dec71E2dd97181f99777 | object | 0 | A river is a natural flowing watercourse, usually freshwater, that is larger than a stream and empties into a sea, ocean | 
R22815eC3Af3bFF0d002Ca58 | R9o0sZT3FdlEsNm24CtqmNJ | object | 0 | U.S. Federal agencies includes legislative, judicial and executive brach departments and agencies. It also includes Spec | 
R22959f5D9e4e5B95bcE7543 | R81A229FADb5fEB22424D281 | object | 0 | Locations used: Macau | 
R2299b80C1b1aCB8996CAa38 | R53E1d54BE2e00C7c4439ace | object | 0 |  | 
R229f034ADdfcB456990A6b7 | R88118b7E360b769002CA4b0 | object | 0 | The Office for Civil Rights (OCR) is a sub-agency of the U.S. Department of Education that is primarily focused on enfor | 
R22B0beF075fdB3D20aFD103 | R53E5e3A8871d86E4f7D1166 | object | 0 | Tyva, Respublika is a region within the Russian Federation. | 
R22Bd9eFBEa26B7899369eee | RE20381DDB7faDD37773B754 | object | 0 | Bankr. M.D. Fla. | 
R22C1a9E9De3f8DDc1fDFf70 | R5E0c679BE29e3F86383A5bc | object | 0 |  | 
R22Ceb0548dc7C6706596b80 | R55E0bdA4190f26580e9A380 | object | 0 | Dasoguz is a city in Turkmenistan. | 
R22D8983125d4AF92932Ebfa | R46Cb1637Bd308B314cE43b9 | object | 0 |  | 
R22D8bfDCD7502A21bc3D72f | R5E0c679BE29e3F86383A5bc | object | 0 |  | 
R22Dcab6FAd5661Db3bEBac2 | RB931a58378ccE7Cd487Cb99 | object | 0 | Drenthe is a province in the Netherlands. | 
R22F239FFF7ba6CA935600d6 | R801a2b86Faa9C55efdB8f13 | object | 0 |  | 
R22MXEaAUz9zxXdjgRoYOv | R8H8cpx25KBk3kH55YwSdDv | object | 0 | SUPERCEDED BY ACQUIROR AND ACQUIREE TAGS. A Material Adverse Effect (MAE) Definition - Applies to Target Prospects is a  | 
R2311533686ac96916eE33cd | R22C1a9E9De3f8DDc1fDFf70 | object | 0 |  | 
R231acf5F46231DE30159e31 | RB5C3a2A7Cd5f782e2f61c3d | object | 0 | Ha Noi is a city in Viet Nam. | 
R231c7eBED5beF6D782D0094 | R6EDec6FF87ec502564FAddf | object | 0 | Mayo-Kebbi-Ouest is a region in Chad. | 
R232719FB1f68482d6964b61 | R0E23afA37025BA0e2609ffe | object | 0 |  | 
R2334ab80F98142Fc623877d | R1049bd2008d246E22c5746c | object | 0 | Idrija is a town located in Slovenia. | 
R2336a53E2d751EB21fEBd6d | RE001ab376fa25C94f1244be | object | 0 |  | 
R233a5dEDCdc63E3daf0Cf06 | RC0Bd5e120fceFB20d3AF026 | object | 0 |  | 
R235101FE84005C6484FE09e | R4B9dec71E2dd97181f99777 | object | 0 | Ekiti is a state in Nigeria. | 
R2352deFA4e8eB4Ea20DD4ab | R6B202bD807c4B74cec02a5a | object | 0 |  | 
R237cf1F24f97B3F047D5bc0 | R65Dc044AEdde884d6d80506 | object | 0 | Giurgiu is a city in Romania. | 
R237e6e910f23F940213D0a6 | RE8C1604A8bdf99A6ec93dc8 | object | 0 |  | 
R237fe727B7ceE711164D83d | R849a757EA730A2A4b1B9266 | object | 0 |  | 
R2382b0B3C4d43693a2521ee | R2ED8c155E378FD4e44ECbb5 | object | 0 | Kukes is a location in Albania. | 
R239ded68F747F27c5d81288 | RE9Eede645ffeB9A7d241294 | object | 0 |  | 
R23A6e1BE29847E01d71C47c | RCEFbd21D4053841cf44A500 | object | 0 | Jura refers to a region in Switzerland, specifically a canton with the abbreviation CH+JU. | 
R23B17aC9Cf8e19Af5570f8e | R1049bd2008d246E22c5746c | object | 0 | Radece is a town located in Slovenia. | 
R23B4a3E5919f7498f5885ac | R6B202bD807c4B74cec02a5a | object | 0 |  | 
R23Bb17D0Ed8e67244dA9552 | R78628205A89f066538E9835 | object | 0 | Ill. | 
R23Cd080AD96a73E8d222bf1 | RFE6536981d437AA4d66Bfc0 | object | 0 | Yoro is a region in Honduras, located within the country's political subdivisions. | 
R23D1ec0F4abaB2028eF85b1 | R72D7106C508cEE4eecA83f5 | object | 0 |  | 
R23E72cA8449c95310b5913d | RF02b6e57708fFB4e2b4C146 | object | 0 | D. Utah | 
